NumberOfServers,NumberOfRequests,Lmbda,Eta,AlgCost,DcCost
2,50,0.0,2972,2395,2443
2,50,0.0,3496,3259,2443
2,50,0.0,3856,2667,2443
2,50,0.0,4496,3037,2443
2,50,0.25,0,1839,2443
2,50,0.25,115,1969,2443
2,50,0.25,416,1839,2443
2,50,0.25,968,2129,2443
2,50,0.25,1479,2047,2443
2,50,0.25,1855,1877,2443
2,50,0.25,2096,1931,2443
2,50,0.25,2592,2435,2443
2,50,0.25,2972,2325,2443
2,50,0.25,3496,2351,2443
2,50,0.25,3856,2519,2443
2,50,0.25,4496,2611,2443
2,50,0.5,0,2059,2443
2,50,0.5,115,2147,2443
2,50,0.5,416,2059,2443
2,50,0.5,968,2239,2443
2,50,0.5,1479,2221,2443
2,50,0.5,1855,2071,2443
2,50,0.5,2096,2135,2443
2,50,0.5,2592,2421,2443
2,50,0.5,2972,2357,2443
2,50,0.5,3496,2323,2443
2,50,0.5,3856,2403,2443
2,50,0.5,4496,2383,2443
2,50,0.75,0,2259,2443
2,50,0.75,115,2293,2443
2,50,0.75,416,2259,2443
2,50,0.75,968,2331,2443
2,50,0.75,1479,2323,2443
2,50,0.75,1855,2263,2443
2,50,0.75,2096,2291,2443
2,50,0.75,2592,2425,2443
2,50,0.75,2972,2389,2443
2,50,0.75,3496,2373,2443
2,50,0.75,3856,2433,2443
2,50,0.75,4496,2391,2443
2,50,1.0,0,2443,2443
2,50,1.0,115,2443,2443
2,50,1.0,416,2443,2443
2,50,1.0,968,2443,2443
2,50,1.0,1479,2443,2443
2,50,1.0,1855,2443,2443
2,50,1.0,2096,2443,2443
2,50,1.0,2592,2443,2443
2,50,1.0,2972,2443,2443
2,50,1.0,3496,2443,2443
2,50,1.0,3856,2443,2443
2,50,1.0,4496,2443,2443
2,50,0.0,0,1537,2236
2,50,0.0,199,1537,2236
2,50,0.0,397,1765,2236
2,50,0.0,902,1537,2236
2,50,0.0,1365,1537,2236
2,50,0.0,1607,1949,2236
2,50,0.0,2090,2147,2236
2,50,0.0,2494,2275,2236
2,50,0.0,2763,2144,2236
2,50,0.0,3148,2211,2236
2,50,0.0,3525,2223,2236
2,50,0.0,3922,2311,2236
2,50,0.25,0,1779,2236
2,50,0.25,199,1779,2236
2,50,0.25,397,1923,2236
2,50,0.25,902,1779,2236
2,50,0.25,1365,1779,2236
2,50,0.25,1607,1849,2236
2,50,0.25,2090,2097,2236
2,50,0.25,2494,1929,2236
2,50,0.25,2763,2007,2236
2,50,0.25,3148,2173,2236
2,50,0.25,3525,2101,2236
2,50,0.25,3922,2120,2236
2,50,0.5,0,2013,2236
2,50,0.5,199,2013,2236
2,50,0.5,397,2071,2236
2,50,0.5,902,2013,2236
2,50,0.5,1365,2013,2236
2,50,0.5,1607,2023,2236
2,50,0.5,2090,2189,2236
2,50,0.5,2494,1987,2236
2,50,0.5,2763,2103,2236
2,50,0.5,3148,2119,2236
2,50,0.5,3525,2123,2236
2,50,0.5,3922,2086,2236
2,50,0.75,0,2091,2236
2,50,0.75,199,2091,2236
2,50,0.75,397,2113,2236
2,50,0.75,902,2091,2236
2,50,0.75,1365,2091,2236
2,50,0.75,1607,2117,2236
2,50,0.75,2090,2199,2236
2,50,0.75,2494,2095,2236
2,50,0.75,2763,2179,2236
2,50,0.75,3148,2217,2236
2,50,0.75,3525,2116,2236
2,50,0.75,3922,2127,2236
2,50,1.0,0,2236,2236
2,50,1.0,199,2236,2236
2,50,1.0,397,2236,2236
2,50,1.0,902,2236,2236
2,50,1.0,1365,2236,2236
2,50,1.0,1607,2236,2236
2,50,1.0,2090,2236,2236
2,50,1.0,2494,2236,2236
2,50,1.0,2763,2236,2236
2,50,1.0,3148,2236,2236
2,50,1.0,3525,2236,2236
2,50,1.0,3922,2236,2236
2,50,0.0,0,1518,2280
2,50,0.0,72,1518,2280
2,50,0.0,488,1707,2280
2,50,0.0,988,1873,2280
2,50,0.0,1168,1949,2280
2,50,0.0,1556,2038,2280
2,50,0.0,2031,1841,2280
2,50,0.0,2280,2087,2280
2,50,0.0,2744,2109,2280
2,50,0.0,3182,2271,2280
2,50,0.0,3588,2561,2280
2,50,0.0,3870,2250,2280
2,50,0.25,0,1798,2280
2,50,0.25,72,1798,2280
2,50,0.25,488,1832,2280
2,50,0.25,988,1832,2280
2,50,0.25,1168,2058,2280
2,50,0.25,1556,1958,2280
2,50,0.25,2031,1924,2280
2,50,0.25,2280,2114,2280
2,50,0.25,2744,2144,2280
2,50,0.25,3182,2352,2280
2,50,0.25,3588,2164,2280
2,50,0.25,3870,2202,2280
2,50,0.5,0,2058,2280
2,50,0.5,72,2058,2280
2,50,0.5,488,2032,2280
2,50,0.5,988,2032,2280
2,50,0.5,1168,2172,2280
2,50,0.5,1556,2059,2280
2,50,0.5,2031,2032,2280
2,50,0.5,2280,2060,2280
2,50,0.5,2744,2009,2280
2,50,0.5,3182,2259,2280
2,50,0.5,3588,2114,2280
2,50,0.5,3870,2242,2280
2,50,0.75,0,2189,2280
2,50,0.75,72,2189,2280
2,50,0.75,488,2172,2280
2,50,0.75,988,2172,2280
2,50,0.75,1168,2242,2280
2,50,0.75,1556,2181,2280
2,50,0.75,2031,2172,2280
2,50,0.75,2280,2136,2280
2,50,0.75,2744,2109,2280
2,50,0.75,3182,2265,2280
2,50,0.75,3588,2196,2280
2,50,0.75,3870,2271,2280
2,50,1.0,0,2280,2280
2,50,1.0,72,2280,2280
2,50,1.0,488,2280,2280
2,50,1.0,988,2280,2280
2,50,1.0,1168,2280,2280
2,50,1.0,1556,2280,2280
2,50,1.0,2031,2280,2280
2,50,1.0,2280,2280,2280
2,50,1.0,2744,2280,2280
2,50,1.0,3182,2280,2280
2,50,1.0,3588,2280,2280
2,50,1.0,3870,2280,2280
2,50,0.0,0,1691,2342
2,50,0.0,79,1691,2342
2,50,0.0,509,1817,2342
2,50,0.0,885,1743,2342
2,50,0.0,1275,1727,2342
2,50,0.0,1797,2151,2342
2,50,0.0,2218,1991,2342
2,50,0.0,2542,2110,2342
2,50,0.0,3072,2057,2342
2,50,0.0,3604,2378,2342
2,50,0.0,3954,2559,2342
2,50,0.0,4516,2414,2342
2,50,0.25,0,1929,2342
2,50,0.25,79,1929,2342
2,50,0.25,509,2025,2342
2,50,0.25,885,1981,2342
2,50,0.25,1275,2021,2342
2,50,0.25,1797,2047,2342
2,50,0.25,2218,2059,2342
2,50,0.25,2542,2146,2342
2,50,0.25,3072,2035,2342
2,50,0.25,3604,2384,2342
2,50,0.25,3954,2295,2342
2,50,0.25,4516,2210,2342
2,50,0.5,0,2078,2342
2,50,0.5,79,2051,2342
2,50,0.5,509,2200,2342
2,50,0.5,885,2202,2342
2,50,0.5,1275,2216,2342
2,50,0.5,1797,2192,2342
2,50,0.5,2218,2216,2342
2,50,0.5,2542,2187,2342
2,50,0.5,3072,2124,2342
2,50,0.5,3604,2560,2342
2,50,0.5,3954,2272,2342
2,50,0.5,4516,2254,2342
2,50,0.75,0,2204,2342
2,50,0.75,79,2193,2342
2,50,0.75,509,2286,2342
2,50,0.75,885,2276,2342
2,50,0.75,1275,2266,2342
2,50,0.75,1797,2286,2342
2,50,0.75,2218,2254,2342
2,50,0.75,2542,2265,2342
2,50,0.75,3072,2214,2342
2,50,0.75,3604,2483,2342
2,50,0.75,3954,2274,2342
2,50,0.75,4516,2335,2342
2,50,1.0,0,2342,2342
2,50,1.0,79,2342,2342
2,50,1.0,509,2342,2342
2,50,1.0,885,2342,2342
2,50,1.0,1275,2342,2342
2,50,1.0,1797,2342,2342
2,50,1.0,2218,2342,2342
2,50,1.0,2542,2342,2342
2,50,1.0,3072,2342,2342
2,50,1.0,3604,2342,2342
2,50,1.0,3954,2342,2342
2,50,1.0,4516,2342,2342
2,50,0.0,0,1500,2230
2,50,0.0,144,1608,2230
2,50,0.0,378,1500,2230
2,50,0.0,752,1572,2230
2,50,0.0,1127,1836,2230
2,50,0.0,1585,1768,2230
2,50,0.0,1901,1908,2230
2,50,0.0,2275,1908,2230
2,50,0.0,2916,2214,2230
2,50,0.0,3019,1890,2230
2,50,0.0,3386,2084,2230
2,50,0.0,3961,2096,2230
2,50,0.25,0,1714,2230
2,50,0.25,144,1813,2230
2,50,0.25,378,1714,2230
2,50,0.25,752,1714,2230
2,50,0.25,1127,1956,2230
2,50,0.25,1585,1840,2230
2,50,0.25,1901,2100,2230
2,50,0.25,2275,1888,2230
2,50,0.25,2916,2096,2230
2,50,0.25,3019,1975,2230
2,50,0.25,3386,2188,2230
2,50,0.25,3961,1972,2230
2,50,0.5,0,1972,2230
2,50,0.5,144,2048,2230
2,50,0.5,378,1972,2230
2,50,0.5,752,1972,2230
2,50,0.5,1127,2084,2230
2,50,0.5,1585,1998,2230
2,50,0.5,1901,2084,2230
2,50,0.5,2275,2008,2230
2,50,0.5,2916,2116,2230
2,50,0.5,3019,2064,2230
2,50,0.5,3386,2128,2230
2,50,0.5,3961,2042,2230
2,50,0.75,0,2144,2230
2,50,0.75,144,2185,2230
2,50,0.75,378,2144,2230
2,50,0.75,752,2144,2230
2,50,0.75,1127,2184,2230
2,50,0.75,1585,2103,2230
2,50,0.75,1901,2164,2230
2,50,0.75,2275,2146,2230
2,50,0.75,2916,2179,2230
2,50,0.75,3019,2163,2230
2,50,0.75,3386,2118,2230
2,50,0.75,3961,2160,2230
2,50,1.0,0,2230,2230
2,50,1.0,144,2230,2230
2,50,1.0,378,2230,2230
2,50,1.0,752,2230,2230
2,50,1.0,1127,2230,2230
2,50,1.0,1585,2230,2230
2,50,1.0,1901,2230,2230
2,50,1.0,2275,2230,2230
2,50,1.0,2916,2230,2230
2,50,1.0,3019,2230,2230
2,50,1.0,3386,2230,2230
2,50,1.0,3961,2230,2230
2,50,0.0,0,3813,2156
2,50,0.0,20,3813,2156
2,50,0.0,555,3813,2156
2,50,0.0,811,3595,2156
2,50,0.0,1225,3537,2156
2,50,0.0,1604,3701,2156
2,50,0.0,2046,3088,2156
2,50,0.0,2430,2971,2156
2,50,0.0,2840,2956,2156
2,50,0.0,3361,3512,2156
2,50,0.0,3694,2998,2156
2,50,0.0,3948,2758,2156
2,50,0.25,0,3004,2156
2,50,0.25,20,3004,2156
2,50,0.25,555,2936,2156
2,50,0.25,811,3004,2156
2,50,0.25,1225,2936,2156
2,50,0.25,1604,2884,2156
2,50,0.25,2046,2788,2156
2,50,0.25,2430,2580,2156
2,50,0.25,2840,2496,2156
2,50,0.25,3361,2776,2156
2,50,0.25,3694,2470,2156
2,50,0.25,3948,2704,2156
2,50,0.5,0,2518,2156
2,50,0.5,20,2518,2156
2,50,0.5,555,2396,2156
2,50,0.5,811,2518,2156
2,50,0.5,1225,2396,2156
2,50,0.5,1604,2394,2156
2,50,0.5,2046,2496,2156
2,50,0.5,2430,2334,2156
2,50,0.5,2840,2354,2156
2,50,0.5,3361,2452,2156
2,50,0.5,3694,2148,2156
2,50,0.5,3948,2372,2156
2,50,0.75,0,2278,2156
2,50,0.75,20,2278,2156
2,50,0.75,555,2204,2156
2,50,0.75,811,2298,2156
2,50,0.75,1225,2224,2156
2,50,0.75,1604,2250,2156
2,50,0.75,2046,2274,2156
2,50,0.75,2430,2206,2156
2,50,0.75,2840,2232,2156
2,50,0.75,3361,2310,2156
2,50,0.75,3694,2090,2156
2,50,0.75,3948,2210,2156
2,50,1.0,0,2156,2156
2,50,1.0,20,2156,2156
2,50,1.0,555,2156,2156
2,50,1.0,811,2156,2156
2,50,1.0,1225,2156,2156
2,50,1.0,1604,2156,2156
2,50,1.0,2046,2156,2156
2,50,1.0,2430,2156,2156
2,50,1.0,2840,2156,2156
2,50,1.0,3361,2156,2156
2,50,1.0,3694,2156,2156
2,50,1.0,3948,2156,2156
2,50,0.0,0,1744,2678
2,50,0.0,110,1792,2678
2,50,0.0,470,1744,2678
2,50,0.0,880,1846,2678
2,50,0.0,1576,2244,2678
2,50,0.0,1837,2306,2678
2,50,0.0,2194,2272,2678
2,50,0.0,2621,2414,2678
2,50,0.0,3198,2508,2678
2,50,0.0,3877,2724,2678
2,50,0.0,4193,2646,2678
2,50,0.0,4446,2722,2678
2,50,0.25,0,1943,2678
2,50,0.25,110,1995,2678
2,50,0.25,470,1943,2678
2,50,0.25,880,2073,2678
2,50,0.25,1576,2097,2678
2,50,0.25,1837,2388,2678
2,50,0.25,2194,2375,2678
2,50,0.25,2621,2498,2678
2,50,0.25,3198,2315,2678
2,50,0.25,3877,2352,2678
2,50,0.25,4193,2469,2678
2,50,0.25,4446,2510,2678
2,50,0.5,0,2197,2678
2,50,0.5,110,2273,2678
2,50,0.5,470,2197,2678
2,50,0.5,880,2253,2678
2,50,0.5,1576,2279,2678
2,50,0.5,1837,2505,2678
2,50,0.5,2194,2437,2678
2,50,0.5,2621,2715,2678
2,50,0.5,3198,2365,2678
2,50,0.5,3877,2381,2678
2,50,0.5,4193,2611,2678
2,50,0.5,4446,2439,2678
2,50,0.75,0,2515,2678
2,50,0.75,110,2551,2678
2,50,0.75,470,2515,2678
2,50,0.75,880,2497,2678
2,50,0.75,1576,2507,2678
2,50,0.75,1837,2617,2678
2,50,0.75,2194,2545,2678
2,50,0.75,2621,2767,2678
2,50,0.75,3198,2569,2678
2,50,0.75,3877,2505,2678
2,50,0.75,4193,2657,2678
2,50,0.75,4446,2695,2678
2,50,1.0,0,2678,2678
2,50,1.0,110,2678,2678
2,50,1.0,470,2678,2678
2,50,1.0,880,2678,2678
2,50,1.0,1576,2678,2678
2,50,1.0,1837,2678,2678
2,50,1.0,2194,2678,2678
2,50,1.0,2621,2678,2678
2,50,1.0,3198,2678,2678
2,50,1.0,3877,2678,2678
2,50,1.0,4193,2678,2678
2,50,1.0,4446,2678,2678
2,50,0.0,0,3374,2307
2,50,0.0,79,3094,2307
2,50,0.0,467,3320,2307
2,50,0.0,898,3174,2307
2,50,0.0,1313,2870,2307
2,50,0.0,1799,2527,2307
2,50,0.0,2256,2928,2307
2,50,0.0,2836,2180,2307
2,50,0.0,3077,2754,2307
2,50,0.0,3593,2290,2307
2,50,0.0,4090,2544,2307
2,50,0.0,4395,2345,2307
2,50,0.25,0,3267,2307
2,50,0.25,79,3009,2307
2,50,0.25,467,3267,2307
2,50,0.25,898,3197,2307
2,50,0.25,1313,2896,2307
2,50,0.25,1799,2829,2307
2,50,0.25,2256,2705,2307
2,50,0.25,2836,2409,2307
2,50,0.25,3077,2743,2307
2,50,0.25,3593,2315,2307
2,50,0.25,4090,2319,2307
2,50,0.25,4395,2355,2307
2,50,0.5,0,2735,2307
2,50,0.5,79,2735,2307
2,50,0.5,467,2735,2307
2,50,0.5,898,2627,2307
2,50,0.5,1313,2653,2307
2,50,0.5,1799,2667,2307
2,50,0.5,2256,2373,2307
2,50,0.5,2836,2415,2307
2,50,0.5,3077,2479,2307
2,50,0.5,3593,2331,2307
2,50,0.5,4090,2539,2307
2,50,0.5,4395,2407,2307
2,50,0.75,0,2403,2307
2,50,0.75,79,2403,2307
2,50,0.75,467,2403,2307
2,50,0.75,898,2335,2307
2,50,0.75,1313,2432,2307
2,50,0.75,1799,2393,2307
2,50,0.75,2256,2335,2307
2,50,0.75,2836,2351,2307
2,50,0.75,3077,2305,2307
2,50,0.75,3593,2327,2307
2,50,0.75,4090,2441,2307
2,50,0.75,4395,2285,2307
2,50,1.0,0,2307,2307
2,50,1.0,79,2307,2307
2,50,1.0,467,2307,2307
2,50,1.0,898,2307,2307
2,50,1.0,1313,2307,2307
2,50,1.0,1799,2307,2307
2,50,1.0,2256,2307,2307
2,50,1.0,2836,2307,2307
2,50,1.0,3077,2307,2307
2,50,1.0,3593,2307,2307
2,50,1.0,4090,2307,2307
2,50,1.0,4395,2307,2307
2,50,0.0,0,2246,2186
2,50,0.0,170,2286,2186
2,50,0.0,372,2246,2186
2,50,0.0,733,2146,2186
2,50,0.0,1125,1953,2186
2,50,0.0,1505,2531,2186
2,50,0.0,1868,2452,2186
2,50,0.0,2185,2986,2186
2,50,0.0,2524,2251,2186
2,50,0.0,2850,2409,2186
2,50,0.0,3310,1755,2186
2,50,0.0,3568,2281,2186
2,50,0.25,0,2009,2186
2,50,0.25,170,2055,2186
2,50,0.25,372,2009,2186
2,50,0.25,733,1993,2186
2,50,0.25,1125,2013,2186
2,50,0.25,1505,2154,2186
2,50,0.25,1868,2039,2186
2,50,0.25,2185,2407,2186
2,50,0.25,2524,2016,2186
2,50,0.25,2850,2063,2186
2,50,0.25,3310,1906,2186
2,50,0.25,3568,2048,2186
2,50,0.5,0,2049,2186
2,50,0.5,170,2133,2186
2,50,0.5,372,2157,2186
2,50,0.5,733,2049,2186
2,50,0.5,1125,2207,2186
2,50,0.5,1505,2176,2186
2,50,0.5,1868,2133,2186
2,50,0.5,2185,2255,2186
2,50,0.5,2524,2206,2186
2,50,0.5,2850,2183,2186
2,50,0.5,3310,2030,2186
2,50,0.5,3568,2188,2186
2,50,0.75,0,2097,2186
2,50,0.75,170,2179,2186
2,50,0.75,372,2155,2186
2,50,0.75,733,2097,2186
2,50,0.75,1125,2149,2186
2,50,0.75,1505,2144,2186
2,50,0.75,1868,2179,2186
2,50,0.75,2185,2183,2186
2,50,0.75,2524,2168,2186
2,50,0.75,2850,2191,2186
2,50,0.75,3310,2094,2186
2,50,0.75,3568,2190,2186
2,50,1.0,0,2186,2186
2,50,1.0,170,2186,2186
2,50,1.0,372,2186,2186
2,50,1.0,733,2186,2186
2,50,1.0,1125,2186,2186
2,50,1.0,1505,2186,2186
2,50,1.0,1868,2186,2186
2,50,1.0,2185,2186,2186
2,50,1.0,2524,2186,2186
2,50,1.0,2850,2186,2186
2,50,1.0,3310,2186,2186
2,50,1.0,3568,2186,2186
2,50,0.0,0,1330,1970
2,50,0.0,171,1424,1970
2,50,0.0,343,1330,1970
2,50,0.0,700,1600,1970
2,50,0.0,1058,1840,1970
2,50,0.0,1450,1604,1970
2,50,0.0,1674,1604,1970
2,50,0.0,2117,1802,1970
2,50,0.0,2353,1969,1970
2,50,0.0,2716,1990,1970
2,50,0.0,3084,2261,1970
2,50,0.0,3392,2172,1970
2,50,0.25,0,1472,1970
2,50,0.25,171,1578,1970
2,50,0.25,343,1472,1970
2,50,0.25,700,1488,1970
2,50,0.25,1058,1732,1970
2,50,0.25,1450,1542,1970
2,50,0.25,1674,1778,1970
2,50,0.25,2117,1914,1970
2,50,0.25,2353,1805,1970
2,50,0.25,2716,2040,1970
2,50,0.25,3084,1989,1970
2,50,0.25,3392,1919,1970
2,50,0.5,0,1612,1970
2,50,0.5,171,1720,1970
2,50,0.5,343,1612,1970
2,50,0.5,700,1618,1970
2,50,0.5,1058,1718,1970
2,50,0.5,1450,1624,1970
2,50,0.5,1674,1898,1970
2,50,0.5,2117,1932,1970
2,50,0.5,2353,1846,1970
2,50,0.5,2716,2050,1970
2,50,0.5,3084,1930,1970
2,50,0.5,3392,1834,1970
2,50,0.75,0,1776,1970
2,50,0.75,171,1814,1970
2,50,0.75,343,1776,1970
2,50,0.75,700,1778,1970
2,50,0.75,1058,1806,1970
2,50,0.75,1450,1782,1970
2,50,0.75,1674,1902,1970
2,50,0.75,2117,1914,1970
2,50,0.75,2353,1864,1970
2,50,0.75,2716,1914,1970
2,50,0.75,3084,1920,1970
2,50,0.75,3392,1844,1970
2,50,1.0,0,1970,1970
2,50,1.0,171,1970,1970
2,50,1.0,343,1970,1970
2,50,1.0,700,1970,1970
2,50,1.0,1058,1970,1970
2,50,1.0,1450,1970,1970
2,50,1.0,1674,1970,1970
2,50,1.0,2117,1970,1970
2,50,1.0,2353,1970,1970
2,50,1.0,2716,1970,1970
2,50,1.0,3084,1970,1970
2,50,1.0,3392,1970,1970
2,50,0.0,0,1739,2426
2,50,0.0,121,1739,2426
2,50,0.0,546,2093,2426
2,50,0.0,955,1867,2426
2,50,0.0,1344,2259,2426
2,50,0.0,1863,2189,2426
2,50,0.0,2285,2316,2426
2,50,0.0,2611,2391,2426
2,50,0.0,3209,2601,2426
2,50,0.0,3512,2200,2426
2,50,0.0,4151,2705,2426
2,50,0.0,4693,2575,2426
2,50,0.25,0,2077,2426
2,50,0.25,121,2077,2426
2,50,0.25,546,2131,2426
2,50,0.25,955,2149,2426
2,50,0.25,1344,2137,2426
2,50,0.25,1863,2187,2426
2,50,0.25,2285,2368,2426
2,50,0.25,2611,2271,2426
2,50,0.25,3209,2489,2426
2,50,0.25,3512,2340,2426
2,50,0.25,4151,2547,2426
2,50,0.25,4693,2505,2426
2,50,0.5,0,2420,2426
2,50,0.5,121,2420,2426
2,50,0.5,546,2442,2426
2,50,0.5,955,2454,2426
2,50,0.5,1344,2368,2426
2,50,0.5,1863,2432,2426
2,50,0.5,2285,2547,2426
2,50,0.5,2611,2540,2426
2,50,0.5,3209,2585,2426
2,50,0.5,3512,2653,2426
2,50,0.5,4151,2533,2426
2,50,0.5,4693,2766,2426
2,50,0.75,0,2428,2426
2,50,0.75,121,2428,2426
2,50,0.75,546,2436,2426
2,50,0.75,955,2468,2426
2,50,0.75,1344,2386,2426
2,50,0.75,1863,2382,2426
2,50,0.75,2285,2486,2426
2,50,0.75,2611,2468,2426
2,50,0.75,3209,2465,2426
2,50,0.75,3512,2485,2426
2,50,0.75,4151,2467,2426
2,50,0.75,4693,2671,2426
2,50,1.0,0,2426,2426
2,50,1.0,121,2426,2426
2,50,1.0,546,2426,2426
2,50,1.0,955,2426,2426
2,50,1.0,1344,2426,2426
2,50,1.0,1863,2426,2426
2,50,1.0,2285,2426,2426
2,50,1.0,2611,2426,2426
2,50,1.0,3209,2426,2426
2,50,1.0,3512,2426,2426
2,50,1.0,4151,2426,2426
2,50,1.0,4693,2426,2426
2,50,0.0,0,1635,2245
2,50,0.0,89,1635,2245
2,50,0.0,433,1635,2245
2,50,0.0,843,1939,2245
2,50,0.0,1252,2075,2245
2,50,0.0,1994,2133,2245
2,50,0.0,2091,2117,2245
2,50,0.0,2524,2255,2245
2,50,0.0,3164,2509,2245
2,50,0.0,3532,2517,2245
2,50,0.0,3718,2762,2245
2,50,0.0,4215,2591,2245
2,50,0.25,0,1901,2245
2,50,0.25,89,1901,2245
2,50,0.25,433,1901,2245
2,50,0.25,843,1995,2245
2,50,0.25,1252,2173,2245
2,50,0.25,1994,1959,2245
2,50,0.25,2091,2105,2245
2,50,0.25,2524,2237,2245
2,50,0.25,3164,2048,2245
2,50,0.25,3532,2144,2245
2,50,0.25,3718,2384,2245
2,50,0.25,4215,2374,2245
2,50,0.5,0,2084,2245
2,50,0.5,89,2084,2245
2,50,0.5,433,2084,2245
2,50,0.5,843,2060,2245
2,50,0.5,1252,2323,2245
2,50,0.5,1994,2030,2245
2,50,0.5,2091,2098,2245
2,50,0.5,2524,2186,2245
2,50,0.5,3164,2092,2245
2,50,0.5,3532,2186,2245
2,50,0.5,3718,2269,2245
2,50,0.5,4215,2196,2245
2,50,0.75,0,2134,2245
2,50,0.75,89,2134,2245
2,50,0.75,433,2134,2245
2,50,0.75,843,2134,2245
2,50,0.75,1252,2207,2245
2,50,0.75,1994,2116,2245
2,50,0.75,2091,2090,2245
2,50,0.75,2524,2176,2245
2,50,0.75,3164,2144,2245
2,50,0.75,3532,2156,2245
2,50,0.75,3718,2199,2245
2,50,0.75,4215,2214,2245
2,50,1.0,0,2245,2245
2,50,1.0,89,2245,2245
2,50,1.0,433,2245,2245
2,50,1.0,843,2245,2245
2,50,1.0,1252,2245,2245
2,50,1.0,1994,2245,2245
2,50,1.0,2091,2245,2245
2,50,1.0,2524,2245,2245
2,50,1.0,3164,2245,2245
2,50,1.0,3532,2245,2245
2,50,1.0,3718,2245,2245
2,50,1.0,4215,2245,2245
2,50,0.0,0,1516,2092
2,50,0.0,112,1516,2092
2,50,0.0,384,1552,2092
2,50,0.0,843,1704,2092
2,50,0.0,1154,1790,2092
2,50,0.0,1733,1762,2092
2,50,0.0,1897,1774,2092
2,50,0.0,2316,1860,2092
2,50,0.0,2671,1908,2092
2,50,0.0,3140,2204,2092
2,50,0.0,3572,2229,2092
2,50,0.0,4045,2064,2092
2,50,0.25,0,1678,2092
2,50,0.25,112,1678,2092
2,50,0.25,384,1754,2092
2,50,0.25,843,1846,2092
2,50,0.25,1154,1800,2092
2,50,0.25,1733,1954,2092
2,50,0.25,1897,1820,2092
2,50,0.25,2316,2010,2092
2,50,0.25,2671,1896,2092
2,50,0.25,3140,2212,2092
2,50,0.25,3572,2014,2092
2,50,0.25,4045,2008,2092
2,50,0.5,0,1828,2092
2,50,0.5,112,1828,2092
2,50,0.5,384,1948,2092
2,50,0.5,843,1880,2092
2,50,0.5,1154,1886,2092
2,50,0.5,1733,2132,2092
2,50,0.5,1897,1882,2092
2,50,0.5,2316,2158,2092
2,50,0.5,2671,2096,2092
2,50,0.5,3140,2236,2092
2,50,0.5,3572,2186,2092
2,50,0.5,4045,2054,2092
2,50,0.75,0,1944,2092
2,50,0.75,112,1944,2092
2,50,0.75,384,1992,2092
2,50,0.75,843,1960,2092
2,50,0.75,1154,1940,2092
2,50,0.75,1733,2048,2092
2,50,0.75,1897,1922,2092
2,50,0.75,2316,2090,2092
2,50,0.75,2671,2080,2092
2,50,0.75,3140,2120,2092
2,50,0.75,3572,2076,2092
2,50,0.75,4045,2012,2092
2,50,1.0,0,2092,2092
2,50,1.0,112,2092,2092
2,50,1.0,384,2092,2092
2,50,1.0,843,2092,2092
2,50,1.0,1154,2092,2092
2,50,1.0,1733,2092,2092
2,50,1.0,1897,2092,2092
2,50,1.0,2316,2092,2092
2,50,1.0,2671,2092,2092
2,50,1.0,3140,2092,2092
2,50,1.0,3572,2092,2092
2,50,1.0,4045,2092,2092
2,50,0.0,0,1617,2415
2,50,0.0,135,1797,2415
2,50,0.0,414,1617,2415
2,50,0.0,869,1895,2415
2,50,0.0,1281,2131,2415
2,50,0.0,1641,2467,2415
2,50,0.0,2197,2557,2415
2,50,0.0,2461,2236,2415
2,50,0.0,3077,2637,2415
2,50,0.0,3466,3193,2415
2,50,0.0,3821,3152,2415
2,50,0.0,4096,3218,2415
2,50,0.25,0,1852,2415
2,50,0.25,135,1852,2415
2,50,0.25,414,1852,2415
2,50,0.25,869,1998,2415
2,50,0.25,1281,1938,2415
2,50,0.25,1641,2080,2415
2,50,0.25,2197,2222,2415
2,50,0.25,2461,2219,2415
2,50,0.25,3077,2344,2415
2,50,0.25,3466,2440,2415
2,50,0.25,3821,2461,2415
2,50,0.25,4096,2119,2415
2,50,0.5,0,2122,2415
2,50,0.5,135,2122,2415
2,50,0.5,414,2122,2415
2,50,0.5,869,2216,2415
2,50,0.5,1281,2184,2415
2,50,0.5,1641,2254,2415
2,50,0.5,2197,2302,2415
2,50,0.5,2461,2396,2415
2,50,0.5,3077,2402,2415
2,50,0.5,3466,2488,2415
2,50,0.5,3821,2513,2415
2,50,0.5,4096,2195,2415
2,50,0.75,0,2330,2415
2,50,0.75,135,2330,2415
2,50,0.75,414,2330,2415
2,50,0.75,869,2366,2415
2,50,0.75,1281,2352,2415
2,50,0.75,1641,2336,2415
2,50,0.75,2197,2398,2415
2,50,0.75,2461,2441,2415
2,50,0.75,3077,2406,2415
2,50,0.75,3466,2466,2415
2,50,0.75,3821,2528,2415
2,50,0.75,4096,2290,2415
2,50,1.0,0,2415,2415
2,50,1.0,135,2415,2415
2,50,1.0,414,2415,2415
2,50,1.0,869,2415,2415
2,50,1.0,1281,2415,2415
2,50,1.0,1641,2415,2415
2,50,1.0,2197,2415,2415
2,50,1.0,2461,2415,2415
2,50,1.0,3077,2415,2415
2,50,1.0,3466,2415,2415
2,50,1.0,3821,2415,2415
2,50,1.0,4096,2415,2415
2,50,0.0,0,1442,2125
2,50,0.0,111,1608,2125
2,50,0.0,443,1510,2125
2,50,0.0,783,1442,2125
2,50,0.0,1146,1618,2125
